,topic,period
15646522,0,2
15648900,0,2
15649311,12,2
15649387,10,2
15650035,10,2
15650318,1,2
15650452,3,2
15650974,0,2
15650975,7,2
15654347,12,2
15654407,7,2
15654675,0,2
15656695,2,2
15658301,0,2
15658311,0,2
15658336,0,2
15658338,0,2
15658339,0,2
15658340,0,2
15658341,0,2
15658342,0,2
15658343,0,2
15658344,0,2
15658345,0,2
15658346,0,2
15658347,0,2
15658348,0,2
15658349,0,2
15658350,0,2
15658351,0,2
15658352,0,2
15658353,0,2
15658354,0,2
15658355,0,2
15658356,0,2
15658357,0,2
15658358,0,2
15658359,0,2
15658360,0,2
15658361,0,2
15658362,0,2
15658363,0,2
15658364,0,2
15658396,0,2
15658398,0,2
15658401,0,2
15658999,12,2
15659129,1,2
15661578,0,2
15662981,0,2
15662998,9,2
15664339,10,2
15664556,11,2
15665046,6,2
15665738,1,2
15665740,0,2
15665742,10,2
15665745,10,2
15665752,10,2
15665753,1,2
15665755,5,2
15668326,0,2
15671072,1,2
15671556,12,2
15672854,5,2
15673151,0,2
15673746,8,2
15674896,11,2
15679282,11,2
15679283,11,2
15679288,0,2
15683742,10,2
15684644,3,2
15684645,0,2
15686072,0,2
15686211,0,2
15686212,0,2
15686313,0,2
15686319,0,2
15686320,0,2
15686461,6,2
15686737,1,2
15686739,1,2
15687111,1,2
15687976,5,2
15688060,2,2
15689295,0,2
15690595,0,2
15691265,1,2
15695146,6,2
15695306,4,2
15698519,8,2
15698943,12,2
15700895,0,2
15701783,6,2
15709050,11,2
15709982,4,2
15710807,0,2
15710808,0,2
15714747,0,2
15717075,5,2
15718833,0,2
15719703,1,2
15726383,1,2
15726458,8,2
15727018,7,2
15727286,7,2
15730082,0,2
15730115,8,2
15730534,12,2
15730535,3,2
15731738,12,2
15733030,0,2
15733945,7,2
15735824,0,2
15737947,8,2
15738512,0,2
15739279,2,2
15739646,7,2
15739768,0,2
15739899,10,2
15740547,1,2
15740563,0,2
15740989,8,2
15743023,0,2
15743034,2,2
15744892,0,2
15747632,0,2
15748248,0,2
15748249,0,2
15748250,0,2
15748251,0,2
15748618,0,2
15750392,8,2
15751437,0,2
15751505,0,2
15751562,0,2
15753537,11,2
15753750,2,2
15753773,0,2
15753847,1,2
15755415,3,2
15756706,10,2
15756776,0,2
15760597,0,2
15761234,5,2
15761755,9,2
15762766,11,2
15763896,11,2
15764920,2,2
15765369,7,2
15772145,8,2
15772203,6,2
15772834,12,2
15776118,0,2
15776119,0,2
15777144,0,2
15778072,12,2
15784133,7,2
15785063,0,2
15787412,0,2
15787807,0,2
15787812,1,2
15787813,1,2
15788043,5,2
15788738,9,2
15790164,0,2
15791081,0,2
15792290,0,2
15793970,0,2
15794329,0,2
15794714,8,2
15795354,0,2
15795534,11,2
15795545,6,2
15795643,10,2
15795644,3,2
15795645,10,2
15795646,1,2
15795647,3,2
15795648,10,2
15795649,5,2
15795651,12,2
15795652,9,2
15796051,7,2
15796485,0,2
15800170,0,2
15803169,9,2
15804161,11,2
15804232,0,2
15805001,3,2
15807054,7,2
15807857,8,2
15807942,8,2
15808583,1,2
15811483,8,2
15812617,8,2
15812975,0,2
15816206,6,2
15816308,0,2
15816797,0,2
15817033,0,2
15817818,11,2
15817948,8,2
15817954,8,2
15819120,6,2
15819637,0,2
15821819,11,2
15821823,11,2
15822464,0,2
15822709,0,2
15822852,7,2
15824717,0,2
15824720,7,2
15824761,0,2
15825259,0,2
15825666,0,2
15828100,0,2
15828101,0,2
15828104,0,2
15828850,3,2
15828853,5,2
15828857,0,2
15829116,10,2
15829394,7,2
15829397,7,2
15829574,4,2
15835203,9,2
15835831,11,2
15835832,11,2
15840681,1,2
15841329,0,2
15841891,9,2
15841896,8,2
15845755,0,2
15845756,5,2
15848555,1,2
15848556,1,2
15848557,1,2
15848604,1,2
15848605,1,2
15848719,1,2
15848720,1,2
15850607,11,2
15850609,11,2
15851601,11,2
15853083,0,2
15853160,2,2
15853589,4,2
15853734,2,2
15854298,11,2
15855198,0,2
15855487,8,2
15856324,1,2
15856930,0,2
15857489,0,2
15863972,7,2
15864806,11,2
15864807,0,2
15866677,1,2
15866679,1,2
15866680,1,2
15866686,1,2
15866687,1,2
15867813,0,2
15867828,7,2
15868067,0,2
15868757,8,2
15868758,7,2
15868759,7,2
15868760,7,2
15869020,5,2
15869022,0,2
15869237,0,2
15869584,6,2
15869718,0,2
15870544,11,2
15871876,0,2
15875044,0,2
15875594,0,2
15876888,7,2
15877794,1,2
15879424,0,2
15880019,1,2
15880023,1,2
15880024,0,2
15882242,1,2
15885236,1,2
15886552,0,2
15888905,0,2
15889804,7,2
15889953,5,2
15892200,0,2
15893300,3,2
15894473,0,2
15896237,12,2
15896648,3,2
15896650,3,2
15896651,3,2
15898965,0,2
15899165,0,2
15902676,8,2
15903355,1,2
15904883,7,2
15904912,10,2
15905062,10,2
15905656,6,2
15905743,0,2
15905803,12,2
15905808,10,2
15905813,12,2
15907634,10,2
15907670,7,2
15908845,0,2
15908975,0,2
15909443,0,2
15910009,12,2
15911194,7,2
15911978,3,2
15912074,11,2
15912469,10,2
15912646,0,2
15912719,5,2
15913590,10,2
15918005,0,2
15918329,8,2
15918335,6,2
15918532,0,2
15919448,1,2
15920874,0,2
15921362,0,2
15922284,9,2
15923507,4,2
15924010,0,2
15924321,10,2
15924583,0,2
15927437,10,2
15927469,7,2
15928257,0,2
15928531,0,2
15929240,0,2
15930890,3,2
15933313,5,2
15933322,0,2
15934564,0,2
15935150,9,2
15940125,7,2
15942339,7,2
15942372,0,2
15944473,0,2
15946337,5,2
15946914,1,2
15947920,6,2
15952910,2,2
15952957,5,2
15954238,0,2
15954239,0,2
15954427,0,2
15954430,0,2
15954432,0,2
15956135,3,2
15956240,11,2
15957876,7,2
15959425,9,2
15960580,0,2
15963004,0,2
15963009,0,2
15964332,1,2
15964387,12,2
15964743,0,2
15968286,0,2
15968807,0,2
15969776,8,2
15971884,0,2
15973338,0,2
15973917,12,2
15976345,11,2
15976557,7,2
15976740,6,2
15977422,3,2
15977489,7,2
15978311,12,2
15978467,0,2
15980618,11,2
15983027,8,2
15983503,0,2
15984353,0,2
15984528,2,2
15984736,0,2
15984751,0,2
15985371,12,2
15987078,0,2
15987080,0,2
15988187,0,2
15990127,9,2
15991039,0,2
15991040,0,2
15991643,0,2
15991644,0,2
15994133,0,2
15997212,0,2
15998933,0,2
15999535,3,2
15999959,7,2
16001822,0,2
16003290,1,2
16003301,0,2
16004164,12,2
16006127,7,2
16010160,6,2
16010263,0,2
16011536,0,2
16011980,11,2
16012277,5,2
16018130,0,2
16018832,2,2
16020058,0,2
16022029,7,2
16024335,11,2
16024336,9,2
16025398,11,2
16026645,3,2
16027546,0,2
16028643,12,2
16029064,1,2
16030370,0,2
16035373,12,2
16035681,0,2
16035688,9,2
16037924,8,2
16038472,8,2
16038570,1,2
16038734,2,2
16038825,0,2
16038908,10,2
16039869,1,2
16040154,12,2
16040785,5,2
16041195,12,2
16044006,12,2
16044095,7,2
16044096,1,2
16044097,12,2
16044098,12,2
16044102,10,2
16044103,10,2
16044104,5,2
16044106,11,2
16044109,10,2
16044110,3,2
16044111,10,2
16046151,10,2
16050918,0,2
16052881,0,2
16056118,0,2
16060128,1,2
16061669,3,2
16061906,7,2
16062115,0,2
16076009,2,2
16076879,7,2
16079613,12,2
16082295,7,2
16082603,6,2
16082916,7,2
16084701,0,2
16086350,0,2
16086637,0,2
16086974,0,2
16088365,8,2
16091250,8,2
16094191,7,2
16095519,0,2
16095520,0,2
16097263,0,2
16098428,11,2
16101253,0,2
16102117,0,2
16102254,3,2
16102711,0,2
16103705,12,2
16105056,5,2
16106209,2,2
16107222,8,2
16112661,11,2
16113751,11,2
16113752,11,2
16115528,7,2
16115531,7,2
16115532,12,2
16115534,7,2
16115535,7,2
16115536,7,2
16115537,7,2
16115538,5,2
16116395,7,2
16120059,0,2
16120064,12,2
16120068,8,2
16120951,0,2
16122146,11,2
16122154,3,2
16122399,7,2
16122988,7,2
16123694,0,2
16123736,0,2
16123913,11,2
16125420,3,2
16125634,6,2
16128515,0,2
16129364,0,2
16129367,2,2
16129374,0,2
16132007,7,2
16133245,5,2
16134447,0,2
16137447,0,2
16138042,7,2
16138461,0,2
16139135,9,2
16143250,12,2
16143255,1,2
16144176,7,2
16149012,0,2
16149015,11,2
16149018,11,2
16149019,11,2
16149022,11,2
16149024,11,2
16149025,11,2
16149028,11,2
16151422,1,2
16155492,0,2
16156382,0,2
16156539,0,2
16156885,8,2
16160588,7,2
16161892,0,2
16163934,0,2
16164397,8,2
16166757,0,2
16166974,0,2
16168193,3,2
16168341,8,2
16174600,11,2
16174674,0,2
16175125,5,2
16175128,12,2
16175129,10,2
16175130,10,2
16175131,1,2
16175134,10,2
16175136,10,2
16175138,10,2
16175140,9,2
16175142,1,2
16175898,11,2
16176116,12,2
16176117,8,2
16176411,12,2
16177579,0,2
16178036,3,2
16180556,7,2
16180781,9,2
16180783,7,2
16181042,0,2
16181376,9,2
16182617,10,2
16182761,1,2
16183681,7,2
16184867,0,2
16187979,7,2
16188654,0,2
16189144,0,2
16189285,0,2
16191004,5,2
16192747,0,2
16192823,7,2
16193530,10,2
16194219,0,2
16194792,0,2
16195099,5,2
16196022,10,2
16197852,6,2
16199202,7,2
16200613,12,2
16202352,0,2
16202839,0,2
16203183,10,2
16203266,0,2
16204301,1,2
16205217,0,2
16205241,0,2
16205242,0,2
16206549,7,2
16207003,0,2
16207346,4,2
16208819,0,2
16210138,1,2
16210945,7,2
16217418,0,2
16219011,9,2
16219016,2,2
16219042,11,2
16219896,0,2
16220650,7,2
16223067,0,2
16224503,0,2
16227692,12,2
16227694,12,2
16229688,11,2
16229694,7,2
16235584,7,2
16237351,7,2
16238524,0,2
16239379,4,2
16239390,4,2
16241965,0,2
16245973,7,2
16246196,2,2
16247340,4,2
16249738,1,2
16250540,0,2
16251538,0,2
16251853,1,2
16251856,1,2
16251857,1,2
16251860,0,2
16252628,7,2
16255104,0,2
16259572,11,2
16262112,0,2
16262910,0,2
16267739,0,2
16268495,0,2
16269057,1,2
16269897,7,2
16271221,1,2
16273756,0,2
16273791,0,2
16276139,9,2
16276140,9,2
16276142,0,2
16277269,1,2
16278331,0,2
16278332,0,2
16281417,0,2
16282245,0,2
16282840,5,2
16282849,0,2
16283676,3,2
16287769,0,2
16293159,0,2
16293866,3,2
16294366,3,2
16294616,0,2
16294617,0,2
16294949,0,2
16294994,0,2
16296358,0,2
16300169,12,2
16300420,9,2
16300461,7,2
16303008,1,2
16303269,10,2
16304155,12,2
16306093,0,2
16306097,0,2
16306104,0,2
16306852,1,2
16306857,6,2
16308186,11,2
16308187,11,2
16308884,9,2
16312156,7,2
16313274,0,2
16313293,8,2
16316335,1,2
16317108,8,2
16317318,5,2
16317319,5,2
16321615,1,2
16324716,5,2
16327509,7,2
16328100,12,2
16331234,0,2
16333483,9,2
16334706,8,2
16337562,5,2
16338491,3,2
16339683,1,2
16339703,1,2
16341236,2,2
16342104,8,2
16343024,1,2
16344213,7,2
16350378,11,2
16350384,11,2
16352518,7,2
16355501,9,2
16359971,0,2
16368917,12,2
16369665,1,2
16372536,0,2
16373004,8,2
16374156,12,2
16374185,0,2
16375240,0,2
16375615,8,2
16377149,12,2
16377535,8,2
16383181,7,2
16384775,0,2
16387090,12,2
16387162,1,2
16387280,5,2
16387510,3,2
16389891,0,2
16391893,2,2
16392297,0,2
16393689,11,2
16394351,0,2
16394642,0,2
16394993,0,2
16395017,0,2
16395677,4,2
16398565,12,2
16398903,0,2
16400389,0,2
16401148,0,2
16402558,3,2
16403208,7,2
16403402,0,2
16404799,1,2
16404806,3,2
16405455,12,2
16406832,10,2
16410679,6,2
16410699,0,2
16411388,12,2
16411394,6,2
16411553,0,2
16412104,8,2
16413081,12,2
16413431,7,2
16413432,9,2
16417443,1,2
16418682,0,2
16418683,0,2
16418684,0,2
16418686,0,2
16418690,1,2
16418691,0,2
16418693,9,2
16418696,12,2
16418699,0,2
16418700,10,2
16418702,3,2
16419311,0,2
16419401,3,2
16421131,8,2
16423101,0,2
16425513,0,2
16425808,7,2
16425811,7,2
16426667,11,2
16427764,8,2
16429932,0,2
16433565,11,2
16433766,1,2
16433871,12,2
16433887,8,2
16436725,12,2
16438121,7,2
16439486,0,2
16439491,0,2
16440993,0,2
16441002,0,2
16441390,7,2
16441395,7,2
16441532,5,2
16443407,0,2
16443807,0,2
16443808,0,2
16443809,0,2
16443810,0,2
16444079,0,2
16446128,10,2
16446240,7,2
16447570,0,2
16448399,1,2
16448856,5,2
16449281,3,2
16451828,3,2
16454006,0,2
16456368,7,2
16459166,0,2
16459526,6,2
16460460,0,2
16462404,0,2
16462408,7,2
16465003,0,2
16465115,8,2
16466293,0,2
16469541,7,2
16470693,9,2
16471274,0,2
16471293,7,2
16471303,0,2
16471309,0,2
16474018,0,2
16474019,0,2
16474020,0,2
16475049,6,2
16475050,6,2
16476097,11,2
16476102,9,2
16482727,7,2
16483100,0,2
16484504,5,2
16485609,5,2
16488047,3,2
16490802,11,2
16490803,12,2
16490804,12,2
16490805,12,2
16490806,0,2
16490807,9,2
16490808,5,2
16490809,5,2
16492422,0,2
16493523,7,2
16495794,0,2
16495817,0,2
16497825,2,2
16498671,3,2
16501730,8,2
16503311,0,2
16503502,1,2
16503809,1,2
16504123,7,2
16504669,10,2
16504673,1,2
16506037,3,2
16509811,11,2
16513906,9,2
16514867,7,2
16515491,12,2
16516132,1,2
16518436,12,2
16518441,7,2
16519020,10,2
16519032,7,2
16519331,0,2
16519366,0,2
16520022,0,2
16520825,0,2
16522812,2,2
16522994,7,2
16525815,12,2
16526522,7,2
16527550,10,2
16528908,4,2
16531780,0,2
16533165,12,2
16533469,0,2
16537057,7,2
16538644,0,2
16538930,7,2
16543980,0,2
16545621,8,2
16546008,0,2
16548126,0,2
16550036,0,2
16550361,1,2
16550534,12,2
16552273,7,2
16553509,3,2
16553533,5,2
16554146,12,2
16555163,5,2
16555174,0,2
16562551,0,2
16563975,1,2
16564753,3,2
16566098,0,2
16567238,1,2
16567239,1,2
16568875,7,2
16569520,10,2
16569544,9,2
16569888,2,2
16569995,7,2
16573602,1,2
16573745,12,2
16575742,0,2
16582743,0,2
16583569,0,2
16585434,5,2
16595013,7,2
16595641,8,2
16597341,7,2
16597533,7,2
16599412,10,2
16599847,10,2
16600828,0,2
16600834,0,2
16601508,0,2
16602451,5,2
16602465,11,2
16602471,7,2
16603994,7,2
16604791,0,2
16605148,7,2
16605231,7,2
16606636,8,2
16607213,0,2
16608372,5,2
16609000,0,2
16610970,6,2
16610972,0,2
16612277,1,2
16615261,7,2
16616283,2,2
16617914,9,2
16617917,11,2
16618486,7,2
16620138,5,2
16620528,10,2
16622159,0,2
16622609,11,2
16623610,0,2
16625786,0,2
16628123,1,2
16628126,4,2
16628133,12,2
16628134,1,2
16628135,12,2
16628137,10,2
16628143,1,2
16628144,1,2
16628145,10,2
16628147,0,2
16631422,8,2
16633146,5,2
16633154,0,2
16634234,0,2
16636322,0,2
16637446,4,2
16637455,6,2
16637526,0,2
16637527,0,2
16637791,0,2
16638476,0,2
16640530,10,2
16641482,0,2
16641648,7,2
16641699,7,2
16644171,10,2
16644784,0,2
16644875,0,2
16645494,0,2
16649742,8,2
16650193,0,2
16652054,8,2
16669747,2,2
16670137,11,2
16670595,0,2
16670720,3,2
16676093,0,2
16677999,12,2
16678001,12,2
16679071,8,2
16680627,0,2
16681707,6,2
16683860,0,2
16686323,0,2
16686584,0,2
16686704,0,2
16687458,8,2
16688294,12,2
16689417,0,2
16689555,0,2
16690637,0,2
16691064,8,2
16696593,3,2
16698510,0,2
16699339,7,2
16700229,7,2
16700243,7,2
16700278,7,2
16700366,0,2
16700374,1,2
16703119,11,2
16704014,0,2
16704760,0,2
16706326,0,2
16706997,0,2
16707778,8,2
16708665,7,2
16708747,9,2
16709480,4,2
16714397,0,2
16717382,0,2
16720277,1,2
16720514,0,2
16723557,12,2
16723569,12,2
16728309,7,2
16728311,7,2
16730254,3,2
16730285,0,2
16730440,7,2
16730950,9,2
16731612,0,2
16732379,11,2
16732389,0,2
16733940,0,2
16734504,9,2
16734642,5,2
16734644,7,2
16735422,12,2
16735849,7,2
16735857,7,2
16736404,1,2
16737859,0,2
16737930,6,2
16741397,0,2
16751116,10,2
16751303,4,2
16751787,1,2
16756193,11,2
16756844,0,2
16757384,0,2
16757389,7,2
16758435,0,2
16759707,1,2
16760628,0,2
16760695,0,2
16764387,0,2
16765009,10,2
16765240,9,2
16765423,6,2
16765547,10,2
16765868,3,2
16767008,0,2
16767019,7,2
16768638,5,2
16771621,8,2
16774489,0,2
16775248,0,2
16777385,8,2
16778711,0,2
16778715,12,2
16778716,8,2
16778719,12,2
16778721,8,2
16778722,10,2
16778724,10,2
16778725,12,2
16778726,10,2
16778727,10,2
16778728,12,2
16778729,12,2
16778733,1,2
16778736,8,2
16779025,8,2
16779619,5,2
16780011,7,2
16782732,5,2
16783049,8,2
16783857,0,2
16784046,7,2
16784554,2,2
16785268,12,2
16785271,1,2
16786229,7,2
16786912,7,2
16786914,7,2
16786958,0,2
16787304,6,2
16789674,7,2
16789989,12,2
16790848,8,2
16792049,0,2
16792714,0,2
16795981,9,2
16796431,0,2
16797910,10,2
16798621,8,2
16800749,3,2
16802678,7,2
16803634,0,2
16804098,12,2
16804749,8,2
16807624,1,2
16808556,0,2
16810086,0,2
16810112,8,2
16810443,0,2
16814823,5,2
16816247,0,2
16816294,0,2
16816648,0,2
16818178,0,2
16821405,0,2
16821477,0,2
16822790,0,2
16822875,0,2
16826947,6,2
16827044,7,2
16828293,11,2
16828939,6,2
16829216,12,2
16831636,0,2
16834525,7,2
16835939,6,2
16836210,0,2
16839353,11,2
16839366,0,2
16841398,0,2
16844204,6,2
16847404,8,2
16847481,7,2
16849926,0,2
16849928,0,2
16849930,5,2
16850522,5,2
16854752,0,2
16855073,11,2
16855349,0,2
16857630,0,2
16859198,0,2
16859203,7,2
16860172,1,2
16862528,11,2
16863041,7,2
16863042,7,2
16863456,8,2
16863496,5,2
16863499,0,2
16865053,0,2
16866998,0,2
16867881,0,2
16869220,0,2
16870279,0,2
16871467,3,2
16872006,11,2
16872120,7,2
16872265,2,2
16873382,11,2
16874847,0,2
16875290,7,2
16876902,9,2
16878850,11,2
16878851,7,2
16878857,4,2
16880721,7,2
16881460,0,2
16881497,7,2
16882001,7,2
16884316,12,2
16884317,12,2
16885247,7,2
16885646,3,2
16885715,10,2
16885716,1,2
16885717,10,2
16885718,10,2
16885719,10,2
16885720,10,2
16885721,12,2
16885726,3,2
16885728,0,2
16888514,0,2
16889467,0,2
16889559,9,2
16891522,8,2
16891676,0,2
16891821,5,2
16892900,1,2
16893333,6,2
16896075,0,2
16896960,5,2
16897351,8,2
16897972,0,2
16905220,6,2
16905788,8,2
16905959,6,2
16906241,11,2
16910346,0,2
16911495,1,2
16912591,5,2
16913381,0,2
16916987,7,2
16918591,9,2
16919139,7,2
16920318,10,2
16925065,6,2
16925129,0,2
16925130,0,2
16925141,0,2
16925144,0,2
16925147,0,2
16925154,0,2
16925155,0,2
16925702,0,2
16927032,11,2
16927905,2,2
16930117,7,2
16931917,0,2
16932032,9,2
16932035,9,2
16932302,0,2
16932346,3,2
16933201,0,2
16933586,0,2
16934427,10,2
16937732,0,2
16938130,0,2
16938734,6,2
16938875,11,2
16939042,0,2
16939132,0,2
16940305,0,2
16940819,8,2
16941647,1,2
16941806,0,2
16941809,7,2
16942618,9,2
16943176,5,2
16944256,12,2
16944962,0,2
16944964,0,2
16944965,0,2
16945056,9,2
16945177,1,2
16952487,3,2
16952971,0,2
16956741,10,2
16956864,0,2
16957915,10,2
16958775,9,2
16958822,12,2
16959140,10,2
16959463,10,2
16960256,7,2
16961577,10,2
16963793,4,2
16963795,5,2
16964364,2,2
16964828,9,2
16966969,0,2
16970510,0,2
16970513,0,2
16972021,12,2
16972444,0,2
16974192,5,2
16977359,7,2
16977901,0,2
16979865,10,2
16979995,1,2
16979996,1,2
16980022,12,2
16981874,9,2
16981875,5,2
16988289,0,2
16989121,12,2
16989289,3,2
16990771,2,2
16995332,9,2
16996639,3,2
16997029,0,2
16997640,10,2
16998117,6,2
16998264,1,2
16998527,1,2
16998571,7,2
16999187,0,2
16999450,1,2
16999655,6,2
17000904,3,2
17000941,8,2
17003255,3,2
17005258,0,2
17006675,0,2
17006960,0,2
17010151,0,2
17011064,3,2
17011780,7,2
17013421,0,2
17017400,9,2
17017674,11,2
17017894,0,2
17018856,2,2
17019343,0,2
17019350,0,2
17019489,0,2
17022881,1,2
17024293,0,2
17024748,0,2
17024924,7,2
17024993,0,2
17026645,0,2
17026974,9,2
17030030,4,2
17032133,6,2
17037226,9,2
17037697,6,2
17038845,0,2
17038870,9,2
17038871,9,2
17038873,10,2
17038875,1,2
17038876,12,2
17038877,1,2
17038878,1,2
17038879,1,2
17038880,8,2
17038881,12,2
17038885,5,2
17038886,12,2
17038889,10,2
17038894,0,2
17038895,0,2
17042321,0,2
17042673,0,2
17044438,7,2
17044439,9,2
17044444,0,2
17044449,1,2
17044476,1,2
17044823,0,2
17044826,0,2
17045125,0,2
17045935,1,2
17046261,0,2
17046338,10,2
17048972,1,2
17048975,8,2
17050764,8,2
17050797,0,2
17052097,7,2
17052140,8,2
17052499,8,2
17052514,0,2
17053363,0,2
17056206,8,2
17060847,1,2
17061696,11,2
17063613,0,2
17063885,0,2
17064329,2,2
17064810,3,2
17065102,10,2
17065622,12,2
17066239,12,2
17069159,7,2
17071051,4,2
17071495,3,2
17073146,3,2
17073675,3,2
17073890,7,2
17074939,0,2
17077526,9,2
17077784,7,2
17078764,1,2
17079919,0,2
17079920,0,2
17080209,11,2
17080214,10,2
17081623,3,2
17082512,9,2
17084681,10,2
17085019,12,2
17087676,7,2
17088399,12,2
17089108,5,2
17094777,12,2
17095423,0,2
17095947,5,2
17096123,3,2
17096757,12,2
17096858,7,2
17097417,11,2
17098634,9,2
17099560,5,2
17099570,0,2
17099601,5,2
17100075,7,2
17101460,12,2
17102540,12,2
17102548,7,2
17106010,12,2
17109727,8,2
17110832,0,2
17110841,0,2
17111795,0,2
17112877,1,2
17115148,0,2
17115421,10,2
17116020,1,2
17118308,7,2
17119933,10,2
17119945,0,2
17121171,5,2
17123668,7,2
17123948,0,2
17123949,0,2
17123950,0,2
17124055,2,2
17124063,2,2
17124070,3,2
17125700,0,2
17127479,11,2
17128898,7,2
17129552,9,2
17129810,4,2
17129938,8,2
17130011,0,2
17130775,1,2
17131276,8,2
17133208,8,2
17133985,0,2
17137434,0,2
17138806,12,2
17139369,11,2
17144102,1,2
17146606,11,2
17149134,0,2
17149135,0,2
17149136,0,2
17151710,4,2
17154129,10,2
17156594,0,2
17159727,0,2
17161249,5,2
17161250,0,2
17161355,1,2
17164006,8,2
17164686,0,2
17164688,12,2
17164689,5,2
17164691,10,2
17164696,12,2
17167971,2,2
17168056,0,2
17168396,0,2
17168768,0,2
17170599,0,2
17171590,6,2
17172390,2,2
17172476,0,2
17174587,0,2
17177047,0,2
17177169,10,2
17179819,11,2
17179829,11,2
17181373,8,2
17183438,0,2
17184090,0,2
17184094,0,2
17184095,0,2
17184953,10,2
17186393,6,2
17188675,0,2
17188937,7,2
17191353,0,2
17191354,0,2
17193947,2,2
17194166,0,2
17195382,7,2
17197006,8,2
17198036,7,2
17200371,3,2
17200634,0,2
17201727,0,2
17202571,0,2
17203397,3,2
17205880,0,2
17210501,0,2
17210503,7,2
17213734,0,2
17215467,3,2
17216836,0,2
17218100,7,2
17219727,9,2
17221327,6,2
17221328,6,2
17223374,9,2
17224045,5,2
17224366,8,2
17227201,0,2
17228196,8,2
17228855,3,2
17235511,0,2
17238947,7,2
17239291,2,2
17241838,4,2
17243662,3,2
17245482,6,2
17245484,11,2
17253477,9,2
17253884,8,2
17255139,0,2
17256450,10,2
17257450,1,2
17258118,11,2
17259295,6,2
17261244,8,2
17263055,0,2
17264789,0,2
17264824,10,2
17264962,4,2
17268142,7,2
17269263,7,2
17270115,0,2
17273012,7,2
17273057,0,2
17273063,0,2
17273084,7,2
17273907,7,2
17274590,2,2
17274759,0,2
17274788,0,2
17275485,1,2
17276514,0,2
17277401,0,2
17279218,7,2
17284237,5,2
17284506,9,2
17284942,0,2
17285036,0,2
17285824,7,2
17286159,0,2
17286786,6,2
17287627,11,2
17288498,3,2
17288508,8,2
17288654,7,2
17289533,0,2
17289534,9,2
17289535,9,2
17289537,9,2
17289735,0,2
17293388,7,2
17298195,10,2
17301566,6,2
17304143,9,2
17304146,12,2
17304148,5,2
17304151,11,2
17304152,3,2
17304154,3,2
17304157,10,2
17304158,8,2
17304159,12,2
17304160,1,2
17304162,0,2
17304163,0,2
17304164,0,2
17306184,7,2
17306191,8,2
17309417,7,2
17309857,12,2
17312412,7,2
17313197,7,2
17315493,9,2
17316150,7,2
17316157,0,2
17316159,0,2
17316283,0,2
17316592,5,2
17319625,0,2
17320942,8,2
17322020,0,2
17322161,6,2
17322164,7,2
17322165,11,2
17323792,9,2
17324260,6,2
17324970,9,2
17328580,1,2
17328659,8,2
17328717,11,2
17330787,8,2
17332075,10,2
17333576,10,2
17333637,7,2
17333712,0,2
17333838,2,2
17334508,6,2
17336714,9,2
17336864,7,2
17337352,9,2
17339175,0,2
17339180,2,2
17339279,12,2
17342008,0,2
17343426,7,2
17344255,7,2
17344611,11,2
17344788,5,2
17347655,4,2
17350337,2,2
17351867,0,2
17353334,5,2
17353969,12,2
17355104,12,2
17356043,5,2
17356357,11,2
17357597,0,2
17369123,0,2
17370066,1,2
17370647,3,2
17371346,1,2
17372828,0,2
17373177,1,2
17374038,8,2
17374151,2,2
17375236,0,2
17375599,0,2
17375752,0,2
17375763,0,2
17375979,3,2
17381669,4,2
17382106,0,2
17385808,10,2
17387236,11,2
17389285,8,2
17389412,0,2
17389413,0,2
17389462,5,2
17390126,10,2
17390593,0,2
17391080,0,2
17391088,7,2
17391292,1,2
17392719,3,2
17393125,6,2
17393167,12,2
17393774,10,2
17394539,11,2
17396615,0,2
17402375,0,2
17403195,3,2
17403469,1,2
17403712,0,2
17408305,0,2
17408312,0,2
17410471,5,2
17411010,10,2
17413368,0,2
17413676,7,2
17413768,4,2
17413899,0,2
17413902,11,2
17413903,11,2
17417067,1,2
17417070,8,2
17417076,12,2
17417081,3,2
17417082,12,2
17420187,0,2
17420191,0,2
17420192,0,2
17425124,7,2
17427058,7,2
17428154,1,2
17428158,3,2
17429314,1,2
17430741,0,2
17430756,0,2
17432636,7,2
17434640,3,2
17437326,0,2
17437398,7,2
17438931,0,2
17438935,0,2
17440331,0,2
17441403,2,2
17441633,0,2
17445089,2,2
17445553,1,2
17445554,1,2
17447177,5,2
17447672,7,2
17449437,8,2
17454283,0,2
17454294,0,2
17455448,9,2
17455626,0,2
17456217,5,2
17456486,11,2
17456488,11,2
17457104,8,2
17460130,0,2
17461702,5,2
17461710,7,2
17461741,2,2
17462124,10,2
17462523,0,2
17465168,7,2
17465637,0,2
17465638,1,2
17466462,3,2
17467152,9,2
17468149,7,2
17468153,7,2
17468625,7,2
17472503,5,2
17473094,11,2
17473542,11,2
17473549,7,2
17474359,7,2
17474360,0,2
17474364,0,2
17474542,11,2
17474637,7,2
17476153,0,2
17476703,0,2
17477222,7,2
17477325,0,2
17477803,7,2
17478128,10,2
17478309,0,2
17479597,11,2
17480178,0,2
17484391,0,2
17486024,7,2
17487600,3,2
17488361,0,2
17488668,11,2
17489336,7,2
17489761,3,2
17489955,0,2
17491199,11,2
17492937,2,2
17493218,1,2
17493224,8,2
17493754,7,2
17495256,9,2
17495881,12,2
17496187,0,2
17498841,8,2
17499565,10,2
17500121,9,2
17500290,0,2
17500334,0,2
