,topic,period
29555230,0,4
29555989,0,4
29559118,10,4
29560702,0,4
29560811,3,4
29561632,10,4
29562586,18,4
29564674,16,4
29569043,18,4
29569392,5,4
29570914,2,4
29571622,11,4
29572094,18,4
29572664,17,4
29573110,13,4
29573118,0,4
29573330,0,4
29573350,10,4
29575411,3,4
29576623,3,4
29577353,10,4
29577382,3,4
29578360,0,4
29578937,1,4
29582392,15,4
29589185,4,4
29590345,4,4
29594677,12,4
29595123,12,4
29596815,17,4
29597007,13,4
29598842,13,4
29599336,3,4
29600390,13,4
29601447,17,4
29602883,11,4
29603789,6,4
29605146,17,4
29605582,8,4
29605630,15,4
29605959,11,4
29607531,11,4
29608486,10,4
29608587,13,4
29609553,17,4
29611761,4,4
29611880,14,4
29611886,1,4
29613864,0,4
29614520,0,4
29614524,6,4
29620699,18,4
29620932,14,4
29623442,4,4
29623492,15,4
29624242,10,4
29624243,10,4
29624246,10,4
29624828,3,4
29625498,11,4
29628024,17,4
29633699,15,4
29635209,10,4
29635397,10,4
29642744,17,4
29649093,18,4
29651411,0,4
29651785,18,4
29652101,13,4
29652967,17,4
29652968,17,4
29654139,6,4
29655470,17,4
29658190,7,4
29659038,0,4
29660428,4,4
29662077,14,4
29663538,3,4
29665207,11,4
29665284,3,4
29668482,10,4
29668577,9,4
29668634,9,4
29668893,4,4
29668947,0,4
29673395,15,4
29679234,12,4
29679392,1,4
29681597,11,4
29682911,11,4
29683393,4,4
29683873,17,4
29684922,10,4
29685198,6,4
29687153,8,4
29688190,3,4
29688194,13,4
29688200,2,4
29688202,13,4
29691399,3,4
29691732,1,4
29695500,11,4
29696507,0,4
29696625,8,4
29697647,15,4
29697689,2,4
29697810,0,4
29702137,5,4
29702731,12,4
29703400,8,4
29704513,2,4
29704771,10,4
29704799,10,4
29706036,3,4
29706371,11,4
29708305,0,4
29708912,15,4
29709361,11,4
29709989,18,4
29713099,0,4
29713132,1,4
29713720,3,4
29718327,11,4
29725952,0,4
29726958,4,4
29727013,12,4
29727244,0,4
29727896,5,4
29729087,1,4
29729639,10,4
29730272,18,4
29732487,0,4
29732968,10,4
29733349,10,4
29735215,12,4
29735275,6,4
29735966,12,4
29736878,12,4
29737274,18,4
29739110,10,4
29741128,15,4
29741249,6,4
29741261,4,4
29744629,9,4
29744898,3,4
29745996,6,4
29746023,3,4
29746395,10,4
29746396,12,4
29746432,11,4
29746433,17,4
29746434,10,4
29746665,3,4
29746714,17,4
29747155,10,4
29748353,11,4
29750249,12,4
29750737,10,4
29750738,8,4
29750739,10,4
29750740,0,4
29751121,12,4
29751353,18,4
29752913,4,4
29753603,6,4
29754329,6,4
29760306,17,4
29762905,12,4
29763979,6,4
29766208,17,4
29767223,12,4
29768347,9,4
29768983,11,4
29769132,8,4
29770700,8,4
29770901,12,4
29775811,10,4
29776316,17,4
29776386,6,4
29776511,0,4
29777755,18,4
29779622,11,4
29781876,7,4
29783147,6,4
29783197,10,4
29783269,13,4
29788058,12,4
29788262,16,4
29788272,4,4
29788338,4,4
29788532,7,4
29789044,0,4
29789046,6,4
29789048,8,4
29790609,16,4
29792382,0,4
29793038,17,4
29794083,0,4
29794249,17,4
29796823,12,4
29797235,12,4
29800004,0,4
29802553,4,4
29806967,13,4
29807436,4,4
29807766,1,4
29807779,15,4
29813011,8,4
29843006,10,4
29845723,13,4
29847748,0,4
29848258,17,4
29855084,1,4
29855088,17,4
29857777,6,4
29859917,5,4
29860181,10,4
29860366,4,4
29860436,4,4
29862416,5,4
29862467,17,4
29862551,0,4
29862602,8,4
29863412,10,4
29863416,10,4
29863584,8,4
29864779,11,4
29865877,17,4
29866467,16,4
29866521,6,4
29866531,18,4
29867175,4,4
29868777,16,4
29871738,15,4
29873691,17,4
29874689,11,4
29877183,0,4
29877778,6,4
29878070,10,4
29878287,2,4
29878618,8,4
29878650,18,4
29878936,9,4
29878981,10,4
29880084,10,4
29883880,10,4
29883881,10,4
29884354,10,4
29884449,14,4
29885744,13,4
29886450,11,4
29887302,0,4
29887768,15,4
29890519,11,4
29891533,0,4
29893015,17,4
29895599,11,4
29896998,8,4
29897646,8,4
29898616,18,4
29898838,9,4
29898843,0,4
29898846,6,4
29898848,6,4
29898853,9,4
29900679,0,4
29901557,4,4
29903396,0,4
29905845,10,4
29907491,0,4
29908155,17,4
29909319,10,4
29909763,5,4
29911367,17,4
29911471,8,4
29912581,17,4
29912843,17,4
29912994,0,4
29912996,9,4
29912997,13,4
29912998,9,4
29914293,6,4
29914380,11,4
29915922,4,4
29917064,13,4
29920603,16,4
29922990,12,4
29923599,17,4
29924771,13,4
29924773,5,4
29928111,17,4
29934853,3,4
29936368,10,4
29936377,10,4
29938370,10,4
29939254,13,4
29939935,7,4
29943650,17,4
29945531,17,4
29948562,4,4
29948742,17,4
29949041,13,4
29949045,13,4
29949046,15,4
29950613,1,4
29952236,8,4
29953055,12,4
29953528,11,4
29956134,6,4
29957264,6,4
29957609,7,4
29957667,17,4
29957824,17,4
29958180,11,4
29959917,3,4
29960274,0,4
29960731,14,4
29961926,0,4
29967027,17,4
29967571,15,4
29968184,12,4
29968534,4,4
29971815,8,4
29972025,3,4
29972590,8,4
29973582,3,4
29974143,9,4
29974488,1,4
29975796,0,4
29976161,12,4
29980022,10,4
29980848,15,4
29981858,13,4
29984514,6,4
29985592,10,4
29985999,11,4
29987138,17,4
29987967,11,4
29989311,1,4
29989937,17,4
29989996,5,4
29991404,15,4
29992735,6,4
29993150,8,4
29994985,4,4
29994986,10,4
29994987,10,4
29995231,1,4
29995318,6,4
29995750,7,4
29995761,5,4
29996961,0,4
30001257,0,4
30001258,13,4
30001392,12,4
30003498,17,4
30005473,0,4
30006796,15,4
30007305,0,4
30008305,10,4
30008307,10,4
30010438,5,4
30014226,14,4
30014359,4,4
30015652,10,4
30016577,11,4
30017225,17,4
30018218,10,4
30019679,12,4
30021202,0,4
30025299,10,4
30025414,13,4
30025415,13,4
30026253,4,4
30027304,0,4
30028058,5,4
30029914,3,4
30030584,0,4
30032288,3,4
30032686,8,4
30033398,17,4
30040040,3,4
30040678,8,4
30043207,18,4
30043208,4,4
30043873,4,4
30045050,6,4
30045259,13,4
30045272,14,4
30045280,13,4
30045281,15,4
30045700,8,4
30045790,13,4
30045865,0,4
30046848,3,4
30047819,0,4
30048380,10,4
30049245,17,4
30052822,0,4
30052975,10,4
30054270,0,4
30054709,0,4
30056569,8,4
30059292,3,4
30060982,8,4
30061364,11,4
30066080,7,4
30068020,0,4
30070630,9,4
30070957,5,4
30071545,15,4
30072339,4,4
30072608,6,4
30073583,0,4
30074076,0,4
30074294,16,4
30076605,0,4
30077207,0,4
30077467,11,4
30078698,0,4
30081785,0,4
30082475,2,4
30084288,13,4
30086088,18,4
30087117,12,4
30088338,11,4
30091273,4,4
30093449,2,4
30095251,3,4
30096051,17,4
30098325,0,4
30099714,9,4
30103904,5,4
30105767,8,4
30107416,4,4
30107940,16,4
30111204,3,4
30113929,8,4
30114201,12,4
30115391,10,4
30116829,0,4
30117333,10,4
30118626,13,4
30119196,13,4
30120626,13,4
30121554,10,4
30121630,9,4
30122111,14,4
30124823,14,4
30125875,6,4
30125955,2,4
30126858,3,4
30128645,14,4
30128950,0,4
30131223,18,4
30131297,13,4
30132686,5,4
30135229,6,4
30136045,6,4
30137377,17,4
30139898,8,4
30140975,12,4
30144422,3,4
30146748,3,4
30148651,6,4
30150474,10,4
30150475,17,4
30152427,12,4
30154138,0,4
30156005,17,4
30157096,12,4
30161061,0,4
30165207,10,4
30167720,9,4
30168076,17,4
30169482,17,4
30169652,11,4
30170740,0,4
30172963,17,4
30175758,7,4
30175864,16,4
30176064,12,4
30176357,17,4
30177142,1,4
30178115,12,4
30178462,0,4
30178515,13,4
30183755,6,4
30185480,17,4
30187153,4,4
30187561,0,4
30188788,0,4
30190454,13,4
30192314,17,4
30192450,5,4
30192938,8,4
30192957,10,4
30193149,3,4
30194210,6,4
30194543,17,4
30199910,2,4
30201406,6,4
30201757,6,4
30203073,12,4
30203681,0,4
30203765,18,4
30203778,18,4
30203853,3,4
30204236,17,4
30205997,6,4
30206090,13,4
30206191,8,4
30206776,4,4
30209096,5,4
30211845,4,4
30212402,16,4
30213200,6,4
30217228,17,4
30219211,0,4
30219826,0,4
30220109,10,4
30220291,12,4
30220446,3,4
30221424,8,4
30222081,5,4
30222156,10,4
30223112,4,4
30224537,17,4
30235049,13,4
30237016,18,4
30237985,6,4
30239644,4,4
30240154,12,4
30240987,10,4
30242495,17,4
30243056,10,4
30243587,17,4
30244674,17,4
30245086,0,4
30246907,0,4
30248612,10,4
30248719,10,4
30249630,13,4
30249631,14,4
30249632,8,4
30249698,8,4
30249715,0,4
30249716,0,4
30250344,7,4
30251062,1,4
30255418,5,4
30256381,18,4
30257144,0,4
30257764,9,4
30257844,0,4
30258633,18,4
30260366,5,4
30261356,11,4
30262510,0,4
30264382,13,4
30265243,14,4
30265678,8,4
30268371,2,4
30268951,3,4
30269073,8,4
30269244,15,4
30270673,10,4
30274006,14,4
30274834,6,4
30275091,12,4
30276868,3,4
30277048,1,4
30277102,0,4
30278544,5,4
30280456,17,4
30282438,3,4
30282824,3,4
30285859,13,4
30285972,0,4
30286455,5,4
30286615,4,4
30287613,15,4
30288934,11,4
30297172,5,4
30297214,17,4
30299062,2,4
30299429,12,4
30299430,12,4
30299435,9,4
30299489,0,4
30300653,16,4
30301531,3,4
30303049,0,4
30303652,5,4
30303664,5,4
30305383,14,4
30306637,17,4
30307505,3,4
30307920,0,4
30309995,2,4
30311761,2,4
30312494,7,4
30314360,3,4
30315625,1,4
30315654,2,4
30315737,5,4
30315820,0,4
30316751,1,4
30316789,0,4
30320624,10,4
30321510,13,4
30323297,3,4
30323581,13,4
30324586,12,4
30324897,8,4
30324978,17,4
30326208,10,4
30327119,12,4
30328685,16,4
30328994,15,4
30329192,15,4
30332920,13,4
30332998,0,4
30333964,3,4
30336760,6,4
30336824,16,4
30339466,4,4
30340248,1,4
30343885,3,4
30346475,3,4
30346653,13,4
30347431,13,4
30348612,0,4
30349222,16,4
30350274,10,4
30350280,10,4
30350282,4,4
30350283,10,4
30350284,10,4
30350286,10,4
30350287,10,4
30350288,10,4
30350289,10,4
30350290,10,4
30350291,10,4
30350295,10,4
30350602,10,4
30352627,14,4
30353885,17,4
30354703,9,4
30354704,9,4
30358109,4,4
30358332,0,4
30359480,0,4
30360601,18,4
30365250,10,4
30367738,10,4
30368762,6,4
30373507,17,4
30373800,12,4
30374607,1,4
30375123,18,4
30376103,12,4
30378549,8,4
30382728,5,4
30383333,5,4
30383590,8,4
30383606,11,4
30385295,4,4
30387857,12,4
30389427,1,4
30391914,13,4
30394891,0,4
30396766,5,4
30396825,8,4
30396826,6,4
30398034,2,4
30399021,12,4
30402748,11,4
30404744,0,4
30404747,8,4
30404757,17,4
30406708,0,4
30407740,6,4
30408115,14,4
30408361,8,4
30411147,6,4
30411185,6,4
30412268,12,4
30412634,15,4
30414092,11,4
30414213,17,4
30414864,5,4
30418345,0,4
30420165,8,4
30422961,10,4
30423040,17,4
30423042,12,4
30423211,0,4
30424479,10,4
30424502,3,4
30425218,0,4
30425469,12,4
30426297,4,4
30427717,18,4
30429156,2,4
30430214,12,4
30439354,10,4
30439665,10,4
30439759,8,4
30439790,4,4
30441199,0,4
30441978,17,4
30443817,6,4
30444494,0,4
30445481,9,4
30446893,17,4
30447535,10,4
30449206,14,4
30449327,8,4
30449456,17,4
30450601,11,4
30450642,16,4
30451543,8,4
30451549,5,4
30451698,15,4
30453367,0,4
30455234,0,4
30457485,3,4
30458443,17,4
30459089,8,4
30461625,11,4
30465164,6,4
30466812,8,4
30467013,1,4
30467809,13,4
30468869,9,4
30468991,16,4
30470902,0,4
30471016,5,4
30472828,0,4
30474416,11,4
30476085,16,4
30476108,12,4
30476165,14,4
30477763,13,4
30478934,0,4
30483480,3,4
30485149,0,4
30487493,13,4
30487494,18,4
30488741,1,4
30496462,0,4
30496467,17,4
30497350,0,4
30498970,11,4
30499176,12,4
30501536,16,4
30502047,6,4
30502230,0,4
30502552,10,4
30503701,15,4
30504331,6,4
30504340,7,4
30506147,0,4
30506352,11,4
30506669,9,4
30508073,6,4
30510495,3,4
30511379,18,4
30511766,17,4
30512144,0,4
30512187,12,4
30515537,3,4
30520829,17,4
30520831,10,4
30521801,4,4
30522560,17,4
30522834,17,4
30526103,4,4
30526344,5,4
30526966,0,4
30527657,17,4
30527953,0,4
30528370,17,4
30530116,10,4
30530925,14,4
30531176,13,4
30531179,8,4
30531438,0,4
30531767,15,4
30531772,2,4
30532527,9,4
30535008,0,4
30536259,10,4
30536652,6,4
30536934,10,4
30537624,10,4
30539740,17,4
30540616,11,4
30540671,10,4
30541077,14,4
30541875,0,4
30542932,5,4
30543573,4,4
30547178,10,4
30549068,10,4
30549481,0,4
30550505,17,4
30551003,8,4
30551510,3,4
30553749,6,4
30554527,15,4
30555053,9,4
30557209,5,4
30558053,0,4
30558796,0,4
30559013,0,4
30563586,10,4
30563934,0,4
30564993,12,4
30567902,17,4
30570456,1,4
30571543,7,4
30571546,9,4
30571562,13,4
30572192,10,4
30572718,0,4
30574862,12,4
30575085,4,4
30575713,11,4
30577094,10,4
30579231,10,4
30579232,10,4
30580179,17,4
30580508,3,4
30581069,0,4
30581104,6,4
30585483,9,4
30585548,17,4
30586217,11,4
30587248,4,4
30588956,1,4
30589648,8,4
30589738,7,4
30589948,4,4
30589970,4,4
30590533,0,4
30593087,15,4
30595473,2,4
30597417,10,4
30597603,12,4
30599240,17,4
30600427,6,4
30600984,8,4
30602511,17,4
30602515,14,4
30604559,13,4
30606646,4,4
30608563,8,4
30609393,10,4
30610277,12,4
30611837,5,4
30612605,15,4
30613004,4,4
30613271,12,4
30613305,3,4
30613868,9,4
30614033,13,4
30615797,7,4
30615926,8,4
30617727,6,4
30620473,8,4
30621917,11,4
30624169,15,4
30624668,2,4
30626239,0,4
30626825,0,4
30628464,4,4
30628901,7,4
30629193,17,4
30630778,13,4
30631970,9,4
30632656,0,4
30632818,17,4
30632847,1,4
30633108,4,4
30633110,11,4
30633722,1,4
30633723,10,4
30633730,17,4
30634202,12,4
30636363,17,4
30639947,10,4
30639948,10,4
30643927,12,4
30646343,0,4
30646345,8,4
30649333,17,4
30650312,11,4
30653146,8,4
30654420,11,4
30656565,12,4
30658353,10,4
30660511,0,4
30660586,12,4
30660783,8,4
30660808,10,4
30660838,10,4
30661249,6,4
30662549,3,4
30663074,0,4
30664825,4,4
30665258,12,4
30667575,11,4
30668696,12,4
30668879,8,4
30670669,13,4
30671616,17,4
30671890,12,4
30671976,13,4
30673942,11,4
30674539,0,4
30678118,5,4
30679233,4,4
30680429,9,4
30681278,17,4
30683343,10,4
30685359,10,4
30686290,0,4
30688867,10,4
30688870,5,4
30689262,12,4
30689454,17,4
30689699,0,4
30689771,4,4
30690761,15,4
30697708,6,4
30698684,11,4
30699067,5,4
30700508,14,4
30701582,11,4
30701618,2,4
30701731,16,4
30704056,17,4
30705097,1,4
30706085,13,4
30707268,3,4
30710348,17,4
30711809,10,4
30715240,11,4
30715804,17,4
30718247,12,4
30718503,0,4
30721104,0,4
30721964,11,4
30723860,8,4
30724898,9,4
30725037,0,4
30725230,9,4
30725476,10,4
30728322,18,4
30729257,10,4
30729904,17,4
30731069,13,4
30731514,0,4
30734369,0,4
30735587,0,4
30735832,15,4
30737182,6,4
30738243,10,4
30739196,3,4
30739349,12,4
30741494,9,4
30742664,3,4
30742665,4,4
30744455,6,4
30745517,17,4
30746879,0,4
30747367,18,4
30747393,4,4
30747473,0,4
30753387,0,4
30758736,11,4
30759261,17,4
30762589,13,4
30763258,4,4
30765716,4,4
30767254,12,4
30768732,9,4
30770940,18,4
30771882,0,4
30774000,3,4
30776523,0,4
30776567,16,4
30776754,10,4
30777540,11,4
30778624,17,4
30779054,0,4
30779339,13,4
30782427,12,4
30782581,18,4
30782999,10,4
30784421,8,4
30784662,9,4
30785486,15,4
30785491,17,4
30788681,3,4
30789010,11,4
30790180,6,4
30790229,14,4
30790515,0,4
30790551,11,4
30793755,0,4
30799375,0,4
30801878,0,4
30802691,0,4
30803737,4,4
30806848,7,4
30806997,8,4
30807537,10,4
30807538,10,4
30808156,10,4
30809293,3,4
30809648,17,4
30811372,14,4
30811643,0,4
30811645,0,4
30813751,11,4
30813868,0,4
30815125,8,4
30815840,17,4
30816647,0,4
30817698,12,4
30817702,4,4
30817705,0,4
30820530,12,4
30820554,15,4
30821115,10,4
30821825,0,4
30821828,13,4
30823916,1,4
30824966,10,4
30826487,10,4
30830412,3,4
30831058,5,4
30831307,17,4
30834874,14,4
30835029,4,4
30836040,0,4
30838391,12,4
30838834,4,4
30838907,15,4
30843141,16,4
30843453,13,4
30843492,8,4
30844684,11,4
30844808,0,4
30845128,4,4
30848545,13,4
30848803,9,4
30849685,12,4
30851964,11,4
30852937,8,4
30854458,9,4
30854862,8,4
30855463,18,4
30855515,14,4
30859184,12,4
30859185,12,4
30859672,1,4
30860180,3,4
30861062,0,4
30861406,10,4
30864056,13,4
30864366,5,4
30864528,5,4
30867419,11,4
30869197,10,4
30870476,15,4
30871408,8,4
30871437,0,4
30872102,12,4
30874378,13,4
30874997,12,4
30875177,8,4
30876619,17,4
30878999,13,4
30879989,2,4
30880715,17,4
30880803,12,4
30883503,1,4
30883504,17,4
30883506,17,4
30883507,8,4
30883508,15,4
30883509,3,4
30883510,9,4
30883511,17,4
30883512,11,4
30883520,0,4
30883859,14,4
30886310,3,4
30888405,4,4
30889434,12,4
30892105,4,4
30892160,17,4
30898202,9,4
30898204,0,4
30901734,10,4
30905167,6,4
30907118,6,4
30912312,12,4
30913132,1,4
30916034,11,4
30917738,1,4
30918237,6,4
30919115,0,4
30919233,12,4
30924677,17,4
30925922,17,4
30927138,16,4
30927375,4,4
30928454,4,4
30928894,10,4
30929977,15,4
30932313,12,4
30933297,17,4
30934169,12,4
30939110,10,4
30939138,3,4
30941515,2,4
30941708,6,4
30942111,8,4
30943104,0,4
30943159,0,4
30943161,0,4
30943166,0,4
30943379,4,4
30944259,3,4
30945322,5,4
30946146,0,4
30947129,10,4
30950598,3,4
30950674,12,4
30952639,0,4
30952640,0,4
30954338,13,4
30954977,12,4
30957164,17,4
30957206,10,4
30957213,8,4
30958574,12,4
30958904,0,4
30959318,17,4
30961482,10,4
30961507,14,4
30961988,11,4
30962168,9,4
30963179,0,4
30963454,13,4
30964951,11,4
30968079,10,4
30970082,11,4
30970435,4,4
30973355,4,4
30973981,0,4
30975293,9,4
30978194,16,4
30979742,3,4
30980733,0,4
30981954,10,4
30983040,17,4
30983533,12,4
30985677,8,4
30985986,6,4
30990563,0,4
30993686,8,4
30994711,4,4
30995884,1,4
30997650,12,4
30997931,3,4
31004326,1,4
31006385,0,4
31006833,12,4
31008736,13,4
31008997,17,4
31009875,10,4
31009876,16,4
31010863,17,4
31010868,12,4
31012257,0,4
31012365,4,4
31013383,6,4
31013390,8,4
31013494,11,4
31015312,0,4
31016351,9,4
31016680,6,4
31021520,17,4
31022613,10,4
31023042,10,4
31023235,6,4
31025986,5,4
31026029,8,4
31027883,13,4
31028066,10,4
31029800,10,4
31029801,10,4
31030498,6,4
31030568,13,4
31032534,17,4
31033858,12,4
31034599,0,4
31034880,10,4
31035960,13,4
31038898,17,4
31039153,12,4
31039157,3,4
31039337,10,4
31041653,6,4
31041728,12,4
31041787,1,4
31045868,1,4
31045921,11,4
31046477,4,4
31047150,10,4
31049868,17,4
31050815,7,4
31050868,6,4
31051406,10,4
31055838,11,4
31055871,12,4
31056404,13,4
31056441,13,4
31056857,12,4
31063582,8,4
31064370,4,4
31069969,6,4
31069986,6,4
31073875,12,4
31074958,18,4
31075044,15,4
31075466,11,4
31076468,2,4
31077412,17,4
31077424,10,4
31077425,1,4
31078317,15,4
31079109,0,4
31083044,10,4
31085742,4,4
31087100,4,4
31087297,15,4
31089091,10,4
31092181,11,4
31092894,0,4
31093662,11,4
31093700,10,4
31094013,0,4
31094417,13,4
31095069,10,4
31097238,6,4
31098816,11,4
31099154,5,4
31099289,8,4
31102573,1,4
31103169,10,4
31104352,18,4
31106504,17,4
31106600,17,4
31106898,12,4
31106918,3,4
31107176,8,4
31108184,12,4
31108199,15,4
31109977,12,4
31109983,17,4
31111345,6,4
31111393,0,4
31111434,12,4
31111800,8,4
31112617,2,4
31112621,12,4
31112622,11,4
31115106,0,4
31117850,0,4
31117914,15,4
31118061,17,4
31119272,17,4
31119275,12,4
31119530,1,4
31119689,16,4
31120355,2,4
31122136,8,4
31122144,11,4
31122609,6,4
31122757,14,4
31126332,16,4
31127433,6,4
31132014,4,4
31135084,6,4
31136211,17,4
31136767,10,4
31136799,8,4
31137106,0,4
31138938,17,4
31139866,6,4
31140226,3,4
31140959,13,4
31142231,12,4
31144152,0,4
31144347,12,4
31144349,12,4
31145490,17,4
31146083,10,4
31146584,5,4
31147302,2,4
31148372,8,4
31149938,4,4
31150132,10,4
31150570,5,4
31150659,14,4
31151274,3,4
31152020,16,4
31152218,0,4
31152640,16,4
31154476,12,4
31154618,12,4
31155143,10,4
31155535,2,4
31155536,17,4
31155991,13,4
31157668,0,4
31158517,17,4
31160063,17,4
31161361,7,4
31161518,13,4
31162247,13,4
31162313,4,4
31163105,9,4
31163106,5,4
31164227,10,4
31165940,0,4
31168179,13,4
31169760,10,4
31171029,17,4
31174507,1,4
31175385,17,4
31175711,9,4
31175859,17,4
31175865,11,4
31176931,17,4
31177858,4,4
31179554,8,4
31180135,0,4
31180729,4,4
31181484,10,4
31182369,2,4
31183500,17,4
31184363,0,4
31184366,4,4
31187298,3,4
31188753,0,4
31189759,0,4
31191750,10,4
31194979,4,4
31195062,14,4
31195184,17,4
31195842,15,4
31199557,17,4
31200928,0,4
31201793,4,4
31202514,0,4
31203153,14,4
31204120,0,4
31204122,0,4
31204123,0,4
31204124,0,4
31204125,0,4
31204126,0,4
31204981,4,4
31206613,3,4
31206947,0,4
31208736,0,4
31208795,10,4
31211501,4,4
31215049,10,4
31215111,11,4
31216164,10,4
31218755,10,4
31218819,9,4
31218824,10,4
31219553,17,4
31219562,17,4
31219949,12,4
31220260,18,4
31221474,8,4
31225609,12,4
31227297,0,4
31228353,12,4
31228434,10,4
31229033,0,4
31230775,0,4
31233810,17,4
31234824,8,4
31239091,8,4
31239173,0,4
31242142,14,4
31242346,10,4
31242863,6,4
31243456,12,4
31243774,0,4
31243789,11,4
31244242,3,4
31247072,0,4
31247074,4,4
31248660,0,4
31248681,12,4
31253540,2,4
31254946,14,4
31255806,0,4
31255856,10,4
31256160,0,4
31259880,18,4
31259881,17,4
31259882,1,4
31259884,17,4
31266990,3,4
31268487,6,4
31268965,1,4
31268966,10,4
31274537,14,4
31276964,17,4
31277608,5,4
31277699,14,4
31279892,10,4
31281233,3,4
31282227,0,4
31283253,3,4
31283556,12,4
31283557,17,4
31284030,17,4
31286535,12,4
31287855,12,4
31288718,10,4
31290340,0,4
31292162,3,4
31293158,3,4
31295522,3,4
31297573,0,4
31298595,4,4
31299075,17,4
31301024,4,4
31301079,0,4
31301598,0,4
31301815,17,4
31302176,6,4
31302407,3,4
31305158,4,4
31306394,10,4
31313335,8,4
31315147,4,4
31315696,15,4
31316778,11,4
31318111,0,4
31318842,10,4
31318843,17,4
31318845,0,4
31319966,0,4
31320302,0,4
31322440,4,4
31323015,12,4
31323243,3,4
31323318,0,4
31324933,0,4
31326299,17,4
31326730,11,4
31328888,12,4
31332058,17,4
31332648,8,4
31332670,12,4
31333845,10,4
31335316,13,4
31335666,13,4
31335755,13,4
31335941,17,4
31336159,11,4
31338934,0,4
31340480,10,4
31340751,2,4
31341257,12,4
31342543,12,4
31342806,0,4
31343645,10,4
31343802,8,4
31344233,17,4
31344834,15,4
31347498,17,4
31347788,6,4
31348116,10,4
31348117,10,4
31350185,17,4
31351928,10,4
31353754,0,4
31355390,10,4
31355506,8,4
31358032,13,4
31358585,16,4
31358587,12,4
31359851,0,4
31361813,13,4
31361864,17,4
31361865,11,4
31361870,8,4
31361872,0,4
31361881,8,4
31362431,10,4
31362686,3,4
31363741,10,4
31364394,10,4
31364490,0,4
31364686,3,4
31365481,10,4
31365482,4,4
31367790,0,4
31367791,0,4
31369117,8,4
31369118,8,4
31369834,12,4
31370074,6,4
31371936,8,4
31372650,4,4
31372903,13,4
31373896,4,4
31375070,6,4
31375477,17,4
31375879,2,4
31376908,6,4
31378552,0,4
31378957,17,4
31379224,5,4
31381353,5,4
31385001,5,4
31385522,0,4
31392390,3,4
31392582,12,4
31393074,3,4
31393332,14,4
31394303,10,4
31394305,10,4
31394306,10,4
31395576,0,4
31395739,1,4
31397597,13,4
31400150,0,4
31400368,0,4
31401460,10,4
31401717,6,4
31402708,17,4
31402718,13,4
31403283,8,4
31403463,15,4
31408282,8,4
31409123,0,4
31409616,0,4
31409869,1,4
31410509,2,4
31410806,12,4
31411763,1,4
31415098,10,4
31415287,0,4
31415684,6,4
31416331,4,4
31418585,13,4
31418707,4,4
31419088,2,4
31420861,4,4
31421286,10,4
31421381,10,4
31421745,3,4
31422738,8,4
31425441,12,4
31425442,5,4
31425444,18,4
31425491,10,4
31427908,15,4
31428820,0,4
31428821,12,4
31431060,8,4
31432293,10,4
31432468,17,4
31432930,8,4
31433216,8,4
31433304,14,4
31435912,8,4
31439686,0,4
31440829,5,4
31442630,18,4
31443519,10,4
31444566,16,4
31444620,0,4
31444778,12,4
31446299,10,4
31448430,12,4
31449167,0,4
31449663,1,4
31451458,0,4
31454427,10,4
31454720,10,4
31461671,7,4
31461706,4,4
31463691,9,4
31464823,4,4
31465286,5,4
31465522,6,4
31465890,10,4
31469649,17,4
31470784,10,4
31471973,0,4
31472444,3,4
31472884,0,4
31473186,14,4
31473974,17,4
31477253,1,4
31478396,17,4
31479042,12,4
31479043,17,4
31479044,0,4
31479045,12,4
31482725,6,4
31483145,0,4
31483522,4,4
31484099,10,4
31484174,6,4
31490758,14,4
31491558,17,4
31491873,13,4
31492108,4,4
31492162,12,4
31492796,6,4
31494602,1,4
31498121,13,4
31498278,4,4
31499431,3,4
31501050,2,4
31503216,4,4
31504536,4,4
31504570,13,4
31505058,17,4
31505519,5,4
31507152,17,4
31510946,2,4
31511069,3,4
31513935,17,4
31515428,13,4
31516025,14,4
31517661,3,4
31518862,10,4
31520869,5,4
31522245,6,4
31525368,4,4
31526279,5,4
31526711,8,4
31526960,4,4
31532096,10,4
31532265,11,4
31532502,17,4
31532503,17,4
31534058,0,4
31535702,6,4
31539095,12,4
31539712,10,4
31541402,12,4
31542420,7,4
31547590,3,4
31549158,4,4
31550912,11,4
31550939,17,4
31551376,6,4
31553433,3,4
31553982,1,4
31556293,3,4
31556515,0,4
31556705,3,4
31559417,0,4
31559876,17,4
31560290,14,4
31563756,10,4
31566785,1,4
31567737,17,4
31567927,18,4
31568041,16,4
31568180,15,4
31568181,10,4
31568233,17,4
31568234,10,4
31569026,0,4
31570415,0,4
31571715,0,4
31573754,8,4
31575499,17,4
31576000,17,4
31581274,15,4
31582580,17,4
31582583,0,4
31582605,12,4
31584381,15,4
31584718,15,4
31584926,10,4
31584927,10,4
31584944,5,4
31585474,17,4
31586427,0,4
31587036,3,4
31589272,6,4
31589357,4,4
31589978,4,4
31593031,10,4
31593032,0,4
31593125,15,4
31594876,13,4
31597837,2,4
31600554,12,4
31603191,11,4
31606304,5,4
31606563,10,4
31608648,14,4
31609432,5,4
31609885,10,4
31609886,18,4
31610064,0,4
31610267,3,4
31611565,4,4
31612405,8,4
31614374,14,4
31615433,8,4
31615830,18,4
31617055,17,4
31617197,6,4
31617787,1,4
31618050,0,4
31620937,11,4
31621097,0,4
31623539,11,4
31623662,0,4
31624047,0,4
31626752,0,4
31627440,8,4
